Title,Release_Date,Color_BW,Genre,Language,Country,Rating,Lead_Actor,Director_Name,Lead_Actor_FB_Likes,Cast_FB_Likes,Director_FB_Likes,Movie_FB Likes,IMDb_Score,Total_Reviews,Duration_mins,Gross_Revenue_in_thousands ,Budget_in_thousands
Highlander,8/24/1986,Color,Action,English,UK,R,Christopher Lambert,Russell Mulcahy,1000,1852,85,0,7.2,112,110,5900,16000
Howard the Duck,12/12/1986,Color,Action,English,USA,PG,Lea Thompson,Willard Huyck,1000,3000,8,0,4.6,81,110,16295.774,35000
Invaders from Mars,9/8/1986,Color,Horror,English,USA,PG,Louise Fletcher,Tobe Hooper,425,1661,365,902,5.5,52,100,4884.663,12000
Jason Lives: Friday the 13th Part VI,6/16/1986,Color,Horror,English,USA,R,Tony Goldwyn,Tom McLoughlin,956,1862,41,0,5.9,158,86,19472.057,3000
Legal Eagles,8/8/1986,Color,Comedy,English,USA,PG,Brian Dennehy,Ivan Reitman,954,2179,425,263,5.9,16,116,49851.591,40000
Little Shop of Horrors,3/1/1986,Color,Comedy,English,USA,PG-13,Bill Murray,Frank Oz,13000,15308,0,0,6.9,63,102,38747.385,25000
Peggy Sue Got Married,11/30/1986,Color,Comedy,English,USA,PG-13,Nicolas Cage,Francis Ford Coppola,12000,14672,0,0,6.3,44,103,41382.841,18000
Platoon,5/5/1986,Color,Drama,English,UK,R,Johnny Depp,Oliver Stone,40000,42028,0,9000,8.1,120,120,137963.328,6000
River's Edge,8/8/1986,Black and White,Crime,English,USA,R,Keanu Reeves,Tim Hunter,18000,19649,28,0,7.1,45,99,4600,1900
Shanghai Surprise,11/13/1986,Color,Adventure,English,UK,PG-13,Victor Wong,Jim Goddard,400,805,3,154,3,21,97,2315.683,17000
She's Gotta Have It,1/24/1986,Black and White,Comedy,English,USA,R,S. Epatha Merkerson,Spike Lee,539,708,0,406,6.5,26,88,7137.502,175
Stand by Me,4/26/1986,Color,Adventure,English,USA,R,Marshall Bell,Rob Reiner,217,644,0,24000,8.1,99,89,52287.414,8000
Star Trek IV: The Voyage Home,8/2/1986,Color,Adventure,English,USA,PG,Leonard Nimoy,Leonard Nimoy,12000,15449,12000,0,7.3,106,119,109713.132,25000
The Clan of the Cave Bear,4/5/1986,Color,Adventure,English,USA,R,Curtis Armstrong,Michael Chapman,876,1351,70,843,5.3,21,98,1953.732,15000
The Color of Money,11/18/1986,Color,Drama,English,USA,R,Tom Cruise,Martin Scorsese,10000,11895,17000,0,7,59,119,52293.982,13800
The Golden Child,5/16/1986,Color,Action,English,USA,PG-13,Victor Wong,Michael Ritchie,400,1044,23,0,5.9,29,94,79817.937,25000
The Texas Chainsaw Massacre 2,12/20/1986,Color,Comedy,English,USA,X,Bill Johnson,Tobe Hooper,237,302,365,0,5.5,159,101,8025.872,4700
The Wraith,12/27/1986,Color,Action,English,USA,R,Clint Howard,Mike Marvin,1000,2319,28,0,5.9,70,93,3500,2700
Top Gun,10/17/1986,Color,Action,English,USA,PG,Tom Cruise,Tony Scott,10000,13069,12000,19000,6.9,173,110,176781.728,15000
Witchboard,9/8/1986,Color,Horror,English,UK,R,Kathleen Wilhoite,Kevin Tenney,265,901,85,0,5.7,65,98,7369.373,2000
3 Men and a Baby,7/10/1987,Color,Comedy,English,USA,PG,Tom Selleck,Leonard Nimoy,19000,21499,12000,3000,5.9,21,102,167780.96,11000
A Nightmare on Elm Street 3: Dream Warriors,8/19/1987,Color,Action,English,USA,X,John Saxon,Chuck Russell,506,1584,55,0,6.6,131,88,44793.2,4500
American Ninja 2: The Confrontation,6/16/1987,Color,Action,English,USA,R,Michael Dudikoff,Sam Firstenberg,615,872,44,583,4.7,40,90,4000,350
Beverly Hills Cop II,7/1/1987,Color,Action,English,USA,R,Dean Stockwell,Tony Scott,936,4121,12000,0,6.4,50,100,153665.036,28000
Creepshow 2,8/25/1987,Color,Comedy,English,USA,R,George Kennedy,Michael Gornick,3000,3617,10,1000,6,95,85,14000,3500
Cry Freedom,8/14/1987,Color,Biography,English,UK,PG,Denzel Washington,Richard Attenborough,18000,18855,0,0,7.5,17,147,5899.797,29000
Evil Dead II,4/6/1987,Color,Comedy,English,USA,X,Ted Raimi,Sam Raimi,634,1347,0,0,7.8,252,37,5923.044,3600
Fatal Attraction,8/14/1987,Color,Drama,English,USA,R,Fred Gwynne,Adrian Lyne,886,1639,213,3000,6.9,94,119,156645.693,14000
From a Whisper to a Scream,4/15/1987,Color,Action,English,USA,R,Terry Kiser,Jeff Burr,448,1329,155,241,5.9,57,92,1400,1100
"Good Morning, Vietnam",3/22/1987,Color,Biography,English,USA,R,Robin Williams,Barry Levinson,49000,50141,272,0,7.3,62,121,123922.37,13000
Hellraiser,4/18/1987,Color,Fantasy,English,UK,R,Andrew Robinson,Clive Barker,266,673,385,0,7,203,86,14564.027,1000
Hollywood Shuffle,4/21/1987,Color,Comedy,English,USA,R,Robert Townsend,Robert Townsend,467,1431,467,471,7,21,81,5228.617,100
Ishtar,3/16/1987,Color,Action,English,USA,PG-13,Carol Kane,Elaine May,636,3374,124,754,4.2,49,107,14375.181,51000
Jaws: The Revenge,2/5/1987,Color,Adventure,English,USA,PG-13,Judith Barsi,Joseph Sargent,912,2355,114,0,2.8,80,92,20763.013,23000
La Bamba,11/5/1987,Color,Biography,English,USA,PG-13,Esai Morales,Luis Valdez,699,936,7,0,6.8,18,108,54215.416,6500
Malone,2/15/1987,Color,Action,English,USA,R,Cliff Robertson,Harley Cokeliss,754,1891,4,208,5.6,27,92,3060.858,10000
Maurice,2/11/1987,Color,Drama,English,UK,R,Rupert Graves,James Ivory,443,1269,133,963,7.8,29,140,3130.592,2600
Predator,9/22/1987,Color,Action,English,USA,R,Shane Black,John McTiernan,1000,4223,323,13000,7.8,217,107,59735.548,15000
Prison,4/6/1987,Color,Crime,English,USA,R,Viggo Mortensen,Renny Harlin,10000,11083,212,314,5.9,68,102,354.704,1300
Radio Days,7/22/1987,Color,Comedy,English,USA,PG,Mike Starr,Woody Allen,854,1653,11000,0,7.6,64,88,14792.779,16000
Spaceballs,11/9/1987,Color,Adventure,English,USA,PG,Joan Rivers,Mel Brooks,1000,2936,0,13000,7.1,103,96,38119.483,22700
Superman IV: The Quest for Peace,8/30/1987,Color,Action,English,UK,PG,Jim Broadbent,Sidney J. Furie,1000,3007,22,1000,3.6,94,134,15681.02,17000
Teen Wolf Too,7/10/1987,Color,Comedy,English,USA,PG,John Astin,Christopher Leitch,641,1389,4,491,3.2,29,95,7888.703,3000
The Barbarians,12/9/1987,Color,Adventure,English,USA,R,Michael Berryman,Ruggero Deodato,721,1700,101,550,4.8,15,87,800,4000
The Last Emperor,11/9/1987,Color,Biography,English,China,PG-13,Cary-Hiroyuki Tagawa,Bernardo Bertolucci,1000,2451,973,0,7.8,75,219,43984.23,23000
The Living Daylights,6/22/1987,Color,Action,English,UK,PG,Joe Don Baker,John Glen,387,1233,46,0,6.7,105,130,51185.897,30000
The Princess Bride,7/17/1987,Color,Adventure,English,USA,PG,Robin Wright,Rob Reiner,18000,20060,0,33000,8.1,185,98,30857.814,16000
The Running Man,3/29/1987,Color,Action,English,USA,R,Yaphet Kotto,Paul Michael Glaser,581,2373,343,0,6.6,120,101,38122.105,27000
The Untouchables,10/15/1987,Color,Crime,English,USA,R,Robert De Niro,Brian De Palma,22000,22767,0,0,7.9,123,119,76270.454,25000
Wall Street,4/3/1987,Color,Crime,English,USA,R,Hal Holbrook,Oliver Stone,826,1607,0,0,7.4,114,126,43848.1,15000
A Nightmare on Elm Street 4: The Dream Master,1/1/1988,Color,Fantasy,English,USA,R,Tuesday Knight,Renny Harlin,130,450,212,0,5.7,102,99,49369.9,7000
Action Jackson,7/9/1988,Color,Action,English,USA,R,Bill Duke,Craig R. Baxley,1000,5282,22,978,5.2,35,96,20257,7000
Akira,12/14/1988,Color,Action,Japanese,Japan,R,Mitsuo Iwata,Katsuhiro Ôtomo,6,28,78,0,8.1,150,124,439.162,1100000
Beetlejuice,10/28/1988,Color,Comedy,English,USA,PG,Catherine O'Hara,Tim Burton,925,1953,13000,15000,7.5,109,92,73326.666,15000
Big,5/11/1988,Color,Comedy,English,USA,PG,Tom Hanks,Penny Marshall,15000,28018,545,0,7.3,99,130,114968.774,18000
Bloodsport,11/20/1988,Color,Action,English,USA,R,Bolo Yeung,Newt Arnold,633,1168,15,0,6.8,61,92,11806.119,1100
"Bright Lights, Big City",5/21/1988,Color,Drama,English,USA,R,Dianne Wiest,James Bridges,967,3067,21,377,5.6,28,107,16118.077,25000
Child's Play,6/10/1988,Color,Fantasy,English,USA,R,Catherine Hicks,Tom Holland,311,760,85,0,6.5,142,87,33244.684,9000
Crocodile Dundee II,5/3/1988,Color,Action,English,Australia,PG,Paul Hogan,John Cornell,442,717,5,489,5.5,32,108,109306.21,15800
Dangerous Liaisons,1/30/1988,Color,Drama,English,USA,R,Keanu Reeves,Stephen Frears,18000,35501,350,0,7.7,51,119,34700,14000
Die Hard,8/3/1988,Color,Action,English,USA,R,Alan Rickman,John McTiernan,25000,40585,323,25000,8.2,233,131,81350.242,28000
Friday the 13th Part VII: The New Blood,6/15/1988,Color,Horror,English,USA,R,Kane Hodder,John Carl Buechler,935,1855,152,0,5.3,110,88,19170.001,2800
Halloween 4: The Return of Michael Myers,4/8/1988,Color,Horror,English,USA,R,Donald Pleasence,Dwight H. Little,742,1136,27,0,5.9,144,88,17768,5000
Lady in White,5/8/1988,Color,Fantasy,English,USA,R,Alex Rocco,Frank LaLoggia,968,2545,7,0,6.7,130,118,1705.139,4700
Midnight Run,7/30/1988,Color,Action,English,USA,R,Robert De Niro,Martin Brest,22000,23866,102,0,7.6,77,126,38413.606,30000
My Stepmother Is an Alien,3/17/1988,Color,Comedy,English,USA,PG-13,Jon Lovitz,Richard Benjamin,11000,14677,121,818,5.2,15,105,13854,20000
Mystic Pizza,6/29/1988,Color,Comedy,English,USA,R,Julia Roberts,Donald Petrie,8000,10430,80,0,6.2,34,104,12793.213,6000
Phantasm II,3/26/1988,Color,Action,English,USA,R,Angus Scrimm,Don Coscarelli,674,1395,152,812,6.5,81,97,7282.851,3000
Poltergeist III,11/28/1988,Color,Horror,English,USA,PG-13,Tom Skerritt,Gary Sherman,1000,3827,17,616,4.5,66,98,14114.488,10500
Rain Man,7/25/1988,Color,Drama,English,USA,R,Tom Cruise,Barry Levinson,10000,12285,272,12000,8,100,133,172825.435,25000
Rambo III,11/16/1988,Color,Action,English,USA,R,Sylvester Stallone,Peter MacDonald,13000,14574,10,2000,5.7,84,87,53715.611,63000
School Daze,11/8/1988,Color,Comedy,English,USA,R,Tisha Campbell-Martin,Spike Lee,413,1284,0,624,5.8,22,121,14545.844,6500
Scrooged,11/8/1988,Color,Comedy,English,USA,PG-13,Bill Murray,Richard Donner,13000,18734,503,11000,7,88,101,60328.558,32000
Talk Radio,3/26/1988,Color,Drama,English,USA,R,Michael Wincott,Oliver Stone,721,1966,0,816,7.3,40,110,3468.572,4000
The Land Before Time,2/22/1988,Color,Adventure,English,USA,G,Judith Barsi,Don Bluth,912,1833,383,5000,7.3,24,69,48092.846,12500
The Last Temptation of Christ,4/2/1988,Color,Drama,English,USA,R,Irvin Kershner,Martin Scorsese,883,1934,17000,0,7.6,114,164,8373.585,7000
They Live,10/9/1988,Color,Horror,English,USA,R,Meg Foster,John Carpenter,355,837,0,27000,7.3,172,93,13008.928,4000
Twins,12/2/1988,Color,Comedy,English,USA,PG,Kelly Preston,Ivan Reitman,742,2151,425,0,6,27,107,111936.4,15000
Young Guns,6/25/1988,Color,Action,English,USA,R,Jack Palance,Christopher Cain,549,1747,58,0,6.8,50,107,44726.644,13000
A Nightmare on Elm Street 5: The Dream Child,7/12/1989,Black and White,Fantasy,English,USA,X,Lisa Wilcox,Stephen Hopkins,321,584,81,1000,5.1,88,89,22168.359,8000
Back to the Future Part II,7/9/1989,Color,Adventure,English,USA,PG,Lea Thompson,Robert Zemeckis,1000,3660,0,12000,7.8,125,108,118500,40000
Batman,4/21/1989,Color,Action,English,USA,PG-13,Michael Gough,Tim Burton,920,2725,13000,12000,7.6,186,126,251188.924,35000
Bill & Ted's Excellent Adventure,3/20/1989,Color,Adventure,English,USA,PG,Keanu Reeves,Stephen Herek,18000,20795,65,0,6.9,81,90,40485.039,10000
Black Rain,10/9/1989,Color,Action,English,USA,R,Stephen Root,Ridley Scott,939,1748,0,0,6.6,63,125,45645.204,30000
Born on the Fourth of July,2/12/1989,Color,Biography,English,USA,R,Tom Cruise,Oliver Stone,10000,12098,0,4000,7.2,72,145,70001.698,14000
Dead Poets Society,1/4/1989,Color,Comedy,English,USA,PG,Robin Williams,Peter Weir,49000,51609,608,23000,8,96,128,95860.116,16400
Do the Right Thing,10/20/1989,Color,Drama,English,USA,R,Ruby Dee,Spike Lee,782,2892,0,0,7.9,103,120,27545.445,6500
Driving Miss Daisy,3/17/1989,Color,Comedy,English,USA,PG,Morgan Freeman,Bruce Beresford,11000,12619,78,3000,7.4,61,99,106593.296,7500
Friday the 13th Part VIII: Jason Takes Manhattan,3/23/1989,Color,Adventure,English,USA,R,Kane Hodder,Rob Hedden,935,1327,6,1000,4.5,129,100,14343.976,5000
Glory,5/23/1989,Color,Drama,English,USA,R,Denzel Washington,Edward Zwick,18000,32930,380,0,7.9,60,122,26830,18000
Halloween 5,1/29/1989,Color,Horror,English,USA,X,Donald Pleasence,Dominique Othenin-Girard,742,1308,2,926,5.2,137,96,11642.254,3000
Henry V,8/15/1989,Color,Action,English,UK,PG-13,Brian Blessed,Kenneth Branagh,591,1341,0,0,7.7,46,137,10161.099,9000
Indiana Jones and the Last Crusade,5/18/1989,Color,Action,English,USA,PG-13,Harrison Ford,Steven Spielberg,11000,12884,14000,0,8.3,149,127,197171.806,48000
Licence to Kill,11/17/1989,Color,Action,English,UK,PG-13,Robert Davi,John Glen,683,2371,46,0,6.6,117,133,34667.015,32000
Major League,3/6/1989,Color,Comedy,English,USA,R,Corbin Bernsen,David S. Ward,1000,3435,42,0,7.2,57,107,49797.148,11000
New York Stories,7/1/1989,Color,Comedy,English,USA,PG,Woody Allen,Woody Allen,11000,12685,11000,877,6.4,42,124,10763.469,15000
Pet Sematary,6/4/1989,Color,Fantasy,English,USA,R,Miko Hughes,Mary Lambert,969,2987,52,0,6.6,98,103,57469.179,11500
Road House,9/1/1989,Color,Action,English,USA,R,Ben Gazzara,Rowdy Herrington,623,2484,9,0,6.5,83,114,30050.028,17000
Roger & Me,10/13/1989,Color,Documentary,English,USA,R,Michael Moore,Michael Moore,909,1048,909,667,7.5,40,91,6706.368,160
Sea of Love,10/6/1989,Color,Crime,English,USA,R,Al Pacino,Harold Becker,14000,15914,17,0,6.8,43,113,58571.513,19000
"Sex, Lies, and Videotape",9/6/1989,Color,Drama,English,USA,R,Peter Gallagher,Steven Soderbergh,828,1431,0,2000,7.2,58,100,24741.7,1200
Star Trek V: The Final Frontier,2/28/1989,Color,Action,English,USA,PG,Leonard Nimoy,William Shatner,12000,14710,0,0,5.4,98,107,55210.049,27800
Tango & Cash,4/23/1989,Color,Action,English,USA,R,Sylvester Stallone,Andrey Konchalovskiy,13000,14432,96,0,6.3,45,97,63408.614,55000
The Abyss,3/16/1989,Color,Adventure,English,USA,PG-13,Michael Biehn,James Cameron,2000,4074,0,0,7.6,82,171,54222,69500
The Blood of Heroes,1/6/1989,Color,Action,English,Australia,R,Delroy Lindo,David Webb Peoples,848,1526,73,999,6.5,21,90,882.29,10000
The Toxic Avenger Part II,10/8/1989,Color,Action,English,USA,R,Phoebe Legere,Michael Herz,40,99,6,321,5.1,49,96,792.966,2300
Troop Beverly Hills,3/29/1989,Color,Adventure,English,USA,PG,Craig T. Nelson,Jeff Kanew,723,2368,6,0,5.5,11,105,8508.843,18000
UHF,3/30/1989,Color,Comedy,English,USA,PG-13,Fran Drescher,Jay Levey,859,3942,3,0,7,59,150,6157.157,5000
Warlock,7/6/1989,Color,Action,English,USA,R,Julian Sands,Steve Miner,687,1990,49,0,6.2,31,103,9094.451,7000
We're No Angels,7/28/1989,Color,Comedy,English,USA,PG-13,Robert De Niro,Neil Jordan,22000,24887,277,855,6,20,106,10555.348,20000
When Harry Met Sally...,5/3/1989,Color,Comedy,English,USA,R,Bruno Kirby,Rob Reiner,227,485,0,0,7.6,114,89,92823.6,16000
Arachnophobia,7/11/1990,Color,Comedy,English,USA,PG-13,Julian Sands,Frank Marshall,687,1440,155,0,6.3,74,103,53133.888,31000
Back to the Future Part III,4/15/1990,Color,Adventure,English,USA,PG,Lea Thompson,Robert Zemeckis,1000,3986,0,0,7.4,111,118,87666.629,40000
Child's Play 2,8/4/1990,Color,Fantasy,English,USA,R,Jenny Agutter,John Lafia,659,2646,5,0,5.7,59,72,28501.605,13000
Dances with Wolves,9/30/1990,Color,Adventure,English,USA,PG-13,Mary McDonnell,Kevin Costner,933,2398,0,0,8,92,236,184208.848,22000
Days of Thunder,2/2/1990,Color,Action,English,USA,PG-13,Tom Cruise,Tony Scott,10000,14006,12000,0,5.9,60,107,82670.733,60000
Dick Tracy,12/3/1990,Color,Action,English,USA,PG,Charlie Korsmo,Warren Beatty,678,2096,631,2000,6.1,72,105,103738.726,100000
Die Hard 2,10/15/1990,Color,Action,English,USA,R,Bruce Willis,Renny Harlin,13000,16595,212,0,7.1,142,124,117541,70000
Edward Scissorhands,12/25/1990,Color,Fantasy,English,USA,PG-13,Johnny Depp,Tim Burton,40000,42330,13000,16000,7.9,111,105,56362.352,20000
Flatliners,12/15/1990,Color,Drama,English,USA,R,Julia Roberts,Joel Schumacher,8000,10493,541,0,6.6,49,115,61490,26000
Ghost,1/3/1990,Color,Drama,English,USA,PG-13,Demi Moore,Jerry Zucker,2000,3100,109,0,7,77,127,217631.306,22000
Goodfellas,7/15/1990,Color,Biography,English,USA,R,Robert De Niro,Martin Scorsese,22000,24783,17000,25000,8.7,192,146,46836.394,25000
Gremlins 2: The New Batch,6/20/1990,Color,Comedy,English,USA,PG-13,Christopher Lee,Joe Dante,16000,19610,287,0,6.3,105,106,41482.207,50000
Home Alone,12/17/1990,Color,Comedy,English,USA,PG,Macaulay Culkin,Chris Columbus,3000,7521,0,20000,7.5,102,103,285761.243,18000
Kindergarten Cop,12/4/1990,Color,Action,English,USA,PG-13,Richard Tyson,Ivan Reitman,743,2403,425,0,6,46,111,91457.688,26000
Marilyn Hotchkiss' Ballroom Dancing and Charm School,1/16/1990,Color,Comedy,English,USA,,William Hurt,Randall Miller,882,1967,19,16,7.1,1,34,333.658,34
Metropolitan,2/6/1990,Color,Comedy,English,USA,PG-13,Chris Eigeman,Whit Stillman,88,173,89,865,7.5,71,98,2938.208,225
Mo' Better Blues,3/3/1990,Color,Drama,English,USA,R,Denzel Washington,Spike Lee,18000,19065,0,720,6.5,23,129,16153.6,10000
Predator 2,7/8/1990,Color,Action,English,USA,R,Adam Baldwin,Stephen Hopkins,2000,4722,81,0,6.2,119,103,30669.413,35000
Pretty Woman,8/18/1990,Color,Comedy,English,USA,R,Julia Roberts,Garry Marshall,8000,11135,0,11000,6.9,82,125,178406.268,14000
Quigley Down Under,12/30/1990,Color,Action,English,Australia,PG-13,Alan Rickman,Simon Wincer,25000,45841,23,0,6.8,20,119,21413.105,20000
Spaced Invaders,5/28/1990,Color,Adventure,English,USA,PG,Ariana Richards,Patrick Read Johnson,610,1441,32,710,5.3,16,100,15369.573,3000
The Adventures of Ford Fairlane,10/4/1990,Color,Action,English,USA,R,Lauren Holly,Renny Harlin,879,2795,212,2000,6.3,48,104,21413.502,40000
The Godfather: Part III,5/15/1990,Color,Crime,English,USA,R,Al Pacino,Francis Ford Coppola,14000,16949,0,0,7.6,110,170,66676.062,54000
The Hunt for Red October,4/30/1990,Color,Action,English,USA,PG,Scott Glenn,John McTiernan,826,2575,323,0,7.6,104,135,122012.643,30000
Total Recall,10/17/1990,Color,Action,English,USA,R,Ronny Cox,Paul Verhoeven,605,1441,719,0,7.5,196,113,119412.921,65000
Tremors,5/30/1990,Color,Comedy,English,USA,PG-13,Reba McEntire,Ron Underwood,651,3119,31,11000,7.1,132,96,16667.084,11000
Two Evil Eyes,10/6/1990,Color,Horror,English,Italy,R,John Amos,Dario Argento,982,2942,930,375,6.1,76,120,349.618,9000
Beastmaster 2: Through the Portal of Time,9/24/1991,Color,Action,English,USA,PG-13,Michael Berryman,Sylvio Tabet,721,2000,0,125,3.8,17,107,869.325,6000
Bill & Ted's Bogus Journey,3/10/1991,Color,Adventure,English,USA,PG,Keanu Reeves,Peter Hewitt,18000,20188,12,0,6.2,43,93,38037.513,20000
Boyz n the Hood,10/22/1991,Color,Crime,English,USA,R,John Cothran,John Singleton,27,106,309,0,7.8,64,112,57504.069,6000
Cape Fear,5/10/1991,Color,Crime,English,USA,R,Robert De Niro,Martin Scorsese,22000,24006,17000,0,7.3,120,128,79100,35000
Double Impact,11/10/1991,Color,Action,English,USA,R,Bolo Yeung,Sheldon Lettich,633,874,23,0,5.5,40,110,30102.717,15000
Flight of the Intruder,9/26/1991,Color,Action,English,USA,PG-13,Rosanna Arquette,John Milius,605,1290,468,452,5.7,13,115,14587.732,35000
Freddy's Dead: The Final Nightmare,9/25/1991,Color,Comedy,English,USA,R,Johnny Depp,Rachel Talalay,40000,42002,54,963,4.9,91,93,34872.293,8500
Harley Davidson and the Marlboro Man,9/13/1991,Color,Action,English,USA,R,Vanessa Williams,Simon Wincer,1000,3671,23,0,6,30,98,7434.726,23000
Hook,5/10/1991,Color,Adventure,English,USA,PG,Robin Williams,Steven Spielberg,49000,64259,14000,13000,6.7,75,142,119654.9,70000
House Party 2,2/6/1991,Color,Comedy,English,USA,R,William Schallert,George Jackson,901,2523,0,232,5.1,12,94,19281.235,5000
Hudson Hawk,2/24/1991,Color,Action,English,USA,R,Bruce Willis,Michael Lehmann,13000,15944,36,0,5.7,60,100,17218.08,70000
JFK,3/26/1991,Black and White,Drama,English,France,R,Sally Kirkland,Oliver Stone,433,698,0,0,8,125,206,70405.498,40000
My Girl,11/13/1991,Color,Comedy,English,USA,PG-13,Macaulay Culkin,Howard Zieff,3000,5433,6,0,6.8,31,102,59847.242,16500
My Own Private Idaho,12/13/1991,Color,Drama,English,USA,R,Keanu Reeves,Gus Van Sant,18000,19923,835,0,7.1,63,104,6401.336,2500
Return to the Blue Lagoon,11/2/1991,Color,Adventure,English,USA,PG-13,Milla Jovovich,William A. Graham,14000,14281,8,967,5.1,14,102,2807.854,11000
Robin Hood: Prince of Thieves,1/15/1991,Color,Action,English,USA,PG-13,Alan Rickman,Kevin Reynolds,25000,38518,58,0,6.9,67,155,165500,48000
Showdown in Little Tokyo,3/25/1991,Color,Action,English,USA,R,Cary-Hiroyuki Tagawa,Mark L. Lester,1000,2404,73,0,6,45,79,2275.557,8000
Slacker,7/29/1991,Black and White,Comedy,English,USA,R,Tommy Pallotta,Richard Linklater,5,5,0,2000,7.1,61,100,1227.508,23
Star Trek VI: The Undiscovered Country,3/29/1991,Color,Action,English,USA,PG,Leonard Nimoy,Nicholas Meyer,12000,16230,120,0,7.2,112,110,74888.996,30000
Stone Cold,6/10/1991,Color,Action,English,USA,R,Brian Bosworth,Craig R. Baxley,174,583,22,0,5.9,27,88,9286.314,17000
Straight Out of Brooklyn,4/24/1991,Color,Crime,English,USA,R,Lawrence Gilliard Jr.,Matty Rich,353,380,10,123,5.9,8,91,2712.293,450
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3/22/1991,Color,Action,English,USA,PG,Kevin Nash,Michael Pressman,642,2501,34,0,6,68,88,78656.813,25000
Terminator 2: Judgment Day,4/7/1991,Color,Action,English,USA,R,Joe Morton,James Cameron,780,2829,0,13000,8.5,210,153,204843.35,102000
The Addams Family,3/25/1991,Color,Comedy,English,USA,PG-13,Anjelica Huston,Barry Sonnenfeld,1000,3696,188,5000,6.8,55,99,113502.246,38000
The Doors,7/1/1991,Color,Biography,English,USA,R,Michael Wincott,Oliver Stone,720,3044,0,0,7.2,82,140,35183.792,38000
